332,JAWA BARAT,CIANJUR,WARUNGKONDANG,SUKAWANGI,"Kampung Cipaku Rt. 04 Rw. 05, Sukawangi, Kec. Warungkondang, Kab. Cianjur, Jawa Barat",SPPG Cianjur Warungkondang Sukawangi 2
333,KALIMANTAN TENGAH,SERUYAN,DANAU SELULUK,RUNGAU RAYA,"Jl. Jendral Sudirman Km 115 Sampit P. Bun, Desa Rungau Raya, Kec. Danau Seluluk, Kab. Seruyan, Kalimantan Tengah",SPPG Seruyan Danau Seluluk Rungau Raya
334,SUMATERA UTARA,KOTA MEDAN,MEDAN BARU,DARAT,"Jl. Abdullah Lubis Atas No. 9, Kel. Darat, Kec. Medan Baru, Kota Medan, Sumatera Utara",SPPG Kota Medan Medan Baru Darat
335,JAWA TENGAH,KENDAL,PATEAN,CURUGSEWU,"Nenggolo, Curugsewu, Kecamatan Patean, Kabupaten Kendal, Jawa Tengah",SPPG Kendal Patean Curugsewu
336,JAWA BARAT,KOTA BEKASI,BEKASI SELATAN,JAKAMULYA,"Jl. Cikunir Raya No.90 Rt.003 Rw 003, Jakamulya Kecamatan Bekasi Selatan, Kota Bekasi - Jawa Barat, Jakamulya, Bekasi Selatan, Kota Bekasi, Jawa Barat",SPPG Kota Bekasi Bekasi Selatan Jakamulya 1
337,DKI JAKARTA,KOTA ADM. JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,"Jl. Asem, KO Taman Dhika Ciracas, RT. 07 RW. 04, Kelurahan Kelapa Dua Wetan, Kecamatan Ciracas, Jakarta Timur",SPPG Jaktim Ciracas Kelapa Dua Wetan 2
338,JAWA TIMUR,TUBAN,TUBAN,SUKOLILO,"Perumahan Griya Cemoro Sewu Blok B, Kelurahan Sukolilo, Kecamatan Tuban, Kabupaten Tuban, Jawa Timur",SPPG Tuban Tuban Sukolilo 1
339,JAWA BARAT,KOTA DEPOK,BOJONGSARI,CURUG,"Jl. Taman Firdaus 86 Rt 05/ Rw09, Curug, Kecamatan Bojongsari, Kota Depok, Jawa Barat",SPPG Kota Depok Bojongsari Curug
340,LAMPUNG,KOTA BANDAR LAMPUNG,TANJUNGKARANG BARAT,GEDONG AIR,"Jl. Sisingamangaraja Gang Kelinci Kelurahan Gedong Air Kecamatan Tanjung Karang Barat, Kota Bandar Lampung, Lampung",SPPG Kota Bandar Lampung Tanjungkarang Barat Gedong Air 3
No,Provinsi SPPG,Kab./Kota SPPG,Kecamatan SPPG,Kelurahan/Desa SPPG,Alamat SPPG,Nama SPPG
341,JAWA BARAT,GARUT,PAKENJENG,PANYINDANGAN,"Blok Sanghiang Lawang, Desa Panyindangan, Kecamatan Pakenjeng, Kabupaten Garut, Jawa Barat",SPPG Garut Pakenjeng Panyindangan
342,JAWA BARAT,KOTA CIMAHI,CIMAHI UTARA,CIPAGERAN,"Jl. Kolonel Masturi No 2, Cipageran, Kecamatan Cimahi Utara, Kota Cimahi, Jawa Barat",SPPG Kota Cimahi Cimahi Utara Cipageran 3
343,LAMPUNG,PRINGSEWU,AMBARAWA,MARGODADI,"Rt. 003 Rw 001 Kel. Margodadi, Kec. Ambarawa Kabupaten Pringsewu, Lampung",SPPG Pringsewu Ambarawa Margodadi 2
344,KEPULAUAN RIAU,KOTA BATAM,SAGULUNG,SUNGAI LANGKAI,"Ruko Buana Point 11, 12, 12A Desa/Kelurahan Sungai Langkai, Kecamatan Sagulung, Kota Batam, Provinsi Kepulauan Riau",SPPG Kota Batam Sagulung Sungai Langkai 3
345,JAWA TENGAH,BATANG,WARUNGASEM,SIDOREJO,"Sidorejo, Kecamatan Warungasem, Kabupaten Batang, Jawa Tengah",SPPG Batang Warungasem Sidorejo 2
346,BANTEN,PANDEGLANG,CIMANUK,CIMANUK,"Kampung Cigunung. Desa Cimanuk, Kecamatan Cimanuk, Kabupaten Pandeglang, Banten",SPPG Pandeglang Cimanuk Cimanuk 2
347,JAWA TENGAH,BREBES,KETANGGUNGAN,JEMASIH,"Jl. Sawah Lega, Desa Jemasih, Kec. Ketanggungan, Kab. Brebes, Jawa Tengah",SPPG Brebes Ketanggungan Jemasih
348,JAWA TIMUR,PROBOLINGGO,BANYUANYAR,BANYUANYAR TENGAH,"Dusun Timbangan Rt.007 Rw.003, Banyuanyar Tengah, Kec. Banyuanyar, Kab. Probolinggo, Jawa Timur",SPPG Probolinggo Banyuanyar Banyuanyar Tengah
349,JAWA TENGAH,TEMANGGUNG,KEDU,CANDIMULYO,"Candimulyo, Kecamatan Kedu, Kabupaten Temanggung, Jawa Tengah",SPPG Temanggung Kedu Candimulyo 3
350,BENGKULU,KOTA BENGKULU,SUNGAI SERUT,SEMARANG,"Jl. Irian No. 20, RT. 002, RW. 001, Kelurahan Semarang, Kecamatan Sungai Serut, Kota Bengkulu, Bengkulu",SPPG Kota Bengkulu Sungai Serut Semarang
No,Provinsi SPPG,Kab./Kota SPPG,Kecamatan SPPG,Kelurahan/Desa SPPG,Alamat SPPG,Nama SPPG
351,SUMATERA SELATAN,KOTA PALEMBANG,ILIR TIMUR DUA,TIGA ILIR,"Jl. Bambang Utoyo, Ruko Bugis No 5G-5H, 3 Ilir, Kec. Ilir Timur II, Kota Palembang, Sumatera Selatan",SPPG Kota Palembang Ilir Timur Dua Tiga Ilir 1
352,BANTEN,KOTA TANGERANG,CIPONDOH,PETIR,Jl. KH AHMAD DAHLAN. PERUMAHAN GRIYA PERMATA BLOK B1 NO 9A.. PETIR. CIPONDOH. KOTA TANGERANG BANTEN,SPPG Kota Tengerang Cipondoh Petir
353,JAMBI,KOTA JAMBI,JAMBI TIMUR,KASANG,Jl. Dokter Setia Budi No. 72,SPPG Kota Jambi Jambi Timur Kasang 2
354,DKI JAKARTA,KOTA ADM. JAKARTA BARAT,CENGKARENG,KAPUK,"Jl. Ptb Raya Cengkareng Indah, No. 17 A 9, Rt. 4 Rw. 9, Kapuk, Kec. Cengkareng, Kota Adm. Jakarta Barat, Dki Jakarta",SPPG Kota Adm. Jakarta Barat Cengkareng Kapuk
355,DKI JAKARTA,KOTA ADM. JAKARTA TIMUR,PASAR REBO,GEDONG,"Jl. Raya Tengah Gg Remaja No.18 II RT006/RW 003, Kel.Gedong, Kec.Pasar Rebo, Jakarta Timur",SPPG Jaktim Pasar Rebo Gedong 2
356,JAWA BARAT,CIAMIS,CIPAKU,BANGBAYANG,"Dusun Desa Rt 002 Rw 005, Desa Bangbayang, Kecamatan Cipaku, Kabupaten Ciamis, Jawa Barat",SPPG Ciamis Cipaku Bangbayang
357,ACEH,ACEH UTARA,PAYA BAKONG,TUMPOK MESJID,"Gp. Tumpok Mesjid, Tumpok Mesjid, Kec. Paya Bakong, Kab. Aceh Utara, Aceh",SPPG Aceh Utara Paya Bakong Tumpok Mesjid
358,JAWA BARAT,KOTA BOGOR,TANAH SAREAL,CIBADAK,"Jl. Baru Yasmin Ring Road Rt/Rw. 005/004, Kel. Cibadak, Kecamatan Tanah Sareal, Kota Bogor, Jawa Barat",SPPG Kota Bogor Tanah Sareal Cibadak 2
359,KALIMANTAN TENGAH,SUKAMARA,SUKAMARA,NATAI SEDAWAK,"Jl. Tjilik Riwut Km. 5, Natai Sedawak, Kec. Sukamara, Kab. Sukamara, Kalimantan Tengah",SPPG Sukamara Sukamara Natai Sedawak
360,JAWA TIMUR,KOTA SURABAYA,SAWAHAN,SAWAHAN,"Jl. Arjuno No 65, Kel. Sawahan, Kec. Sawahan, Kota Surabaya, Jawa Timur",SPPG Kota Surabaya Sawahan Sawahan 2
No,Provinsi SPPG,Kab./Kota SPPG,Kecamatan SPPG,Kelurahan/Desa SPPG,Alamat SPPG,Nama SPPG
361,JAWA TENGAH,BANJARNEGARA,PURWANEGARA,MERDEN,"Buaran, Merden, Kec. Purwanegara, Kab. Banjarnegara, Jawa Tengah",SPPG Banjarnegara Purwanegara Merden 3
362,JAWA TENGAH,BREBES,PAGUYANGAN,PAGOJENGAN,"Jl. Lingkar, Pagojengan, Kec. Paguyangan, Kab. Brebes, Jawa Tengah",SPPG Brebes Paguyangan Pagojengan
363,JAWA BARAT,GARUT,MALANGBONG,KUTANAGARA,"Jl. Pangkalan Sekarwangi, Desa Mekarasih Kecamatan Malangbong",SPPG Garut Malangbong Kutanagara
364,JAWA TENGAH,TEMANGGUNG,KANDANGAN,KANDANGAN,"Dusun Kejiwan Rt 03 Rw 08, Desa Kandangan, Kec. Kandangan, Kab. Temanggung, Jawa Tengah",SPPG Temanggung Kandangan Kandangan 2
365,KALIMANTAN SELATAN,TANAH LAUT,PANYIPATAN,BATU MULYA,"RT 03 RW 04 Desa Batu Mulya, Kec. Panyipatan, Kab. Tanah Laut, Kalimantan Selatan",SPPG Tanah Laut Panyipatan Batu Mulya
366,SULAWESI TENGAH,TOJO UNA UNA,RATOLINDO,UENTANAGA ATAS,"Jl. Sis Aljufri No 123, Uentanaga Atas Kec. Ratolido Kab. Tojo Una-Una, Sulawesi Tengah",SPPG Tojo Una Una Ratolindo Uentanaga Atas 2
367,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,PRAMBANAN,SUMBERHARJO,"Gang Harjuna 25, Dinginan, Sumberharjo, Kec. Prambanan, Kab. Sleman, Daerah Istimewa Yogyakarta",SPPG Sleman Prambanan Sumberharjo 2
368,NUSA TENGGARA BARAT,KOTA MATARAM,AMPENAN,AMPENAN SELATAN,"Jl. Penghulu Agung, Gang Kura2 Nomor 3D, Ampenan Selatan, Kec. Ampenan, Kota Mataram, Nusa Tenggara Barat",SPPG Kota Mataram Ampenan Ampenan Selatan
369,SUMATERA UTARA,DELI SERDANG,SUNGGAL,LALANG,"Jalan Tanjung Permai Nomor 8A, Kampung Lalang, Kecamatan Sunggal, Kabupaten Deli Serdang, Sumatera Utara",SPPG Deli Serdang Sunggal Lalang
370,BANTEN,KOTA TANGERANG SELATAN,CIPUTAT TIMUR,PONDOK RANJI,"Jl. Rusa 5A, Pondok Ranji, Kecamatan Ciputat Timur, Kota Tangerang Selatan, Banten",SPPG Kota Tangsel Ciputat Timur Pondok Ranji 1
No,Provinsi SPPG,Kab./Kota SPPG,Kecamatan SPPG,Kelurahan/Desa SPPG,Alamat SPPG,Nama SPPG
371,JAWA TENGAH,GROBOGAN,PENAWANGAN,PENGKOL,"Jl. Raya Penawangan Sedadi, Kelurahan Pengkol, Kecamatan Penawangan, Kabupaten Grobogan Jawa Tengah",SPPG Grobogan Penawangan Pengkol
372,JAMBI,BATANGHARI,MUARA TEMBESI,PASAR MUARA TEMBESI,"Jalan Simpang III No. 30, RT 005 RW 002, Kelurahan Pasar Muara Tembesi, Kecamatan Muara Tembesi, Kabupaten Batanghari, Provinsi Jambi",SPPG Batanghari Muara Tembesi Pasar Muara Tembesi
373,JAWA TENGAH,REMBANG,REMBANG,KEDUNGREJO,"Jl. Blora Km 4,5, Kedungrejo, Kec. Rembang, Kab. Rembang, Jawa Tengah",SPPG Rembang Rembang Kedungrejo
374,JAWA TENGAH,TEMANGGUNG,KALORAN,KEBLUKAN,"Jl. Raya Kaloran Km 06,Gembolan Desa Keblukan, Kec. Kaloran Kab.Temanggung Jawa Tengah",SPPG Temanggung Kaloran Keblukan
375,JAWA BARAT,PANGANDARAN,PADAHERANG,PASIRGEULIS,"Dusun Grewing Rt 09 Rw 04, Pasirgeulis, Kecamatan Padaherang, Kabupaten Pangandaran, Jawa Barat",SPPG Pangandaran Padaherang Pasirgeulis
376,JAWA TENGAH,SUKOHARJO,WERU,KARANGWUNI,"Dukuh Kahuman Rt. 001 Rw. 002, Desa Karangwuni, Kec. Weru, Kab. Sukoharjo, Jawa Tengah",SPPG Sukoharjo Weru Karangwuni
377,JAWA TENGAH,PATI,TRANGKIL,PASUCEN,"Desa Pasucen, Kecamatan Trangkil, Kabupaten Pati, Jawa Tengah",SPPG Pati Trangkil Pasucen 2
378,JAWA TENGAH,KUDUS,MEJOBO,JEPANG,"jalan suryo kusumo no 99, Desa Jepang Rt 04 Rw 06 Kecamatan Mejobo, Kabupaten Kudus",SPPG Kudus Mejobo Jepang
379,JAWA TIMUR,BOJONEGORO,SUMBEREJO,PEKUWON,"Jl. Raya Puk Sumberrejo Rt. 002 Rw. 001 Desa Pekuwon Kec. Sumberrejo Kab. Bojonegoro, Jawa Timur",SPPG Bojonegoro Sumberejo Pekuwon
380,ACEH,ACEH TENGGARA,BABUSSALAM,PULONAS,"Desa Pulonas, Kecamatan Babussalam, Kabupaten Aceh Tenggara, Aceh",SPPG Aceh Tenggara Babussalam Pulonas 2
No,Provinsi SPPG,Kab./Kota SPPG,Kecamatan SPPG,Kelurahan/Desa SPPG,Alamat SPPG,Nama SPPG
381,PAPUA TENGAH,MIMIKA,MIMIKA TIMUR,MUARE,"Jalan Raya Mapurujaya, Desa Muare/Wania, Distrik Mimika Timur, Kabupaten Mimika, Provinsi Papua Tengah",SPPG Mimika Mimika Timur Muare
382,DKI JAKARTA,KOTA ADM. JAKARTA BARAT,KEMBANGAN,JOGLO,"Jl. Basoka Raya Blok I No.10, Joglo, Kec. Kembangan, Kota Adm. Jakarta Barat, Dki Jakarta",SPPG Jakbar Kembangan Joglo 1
383,SULAWESI TENGGARA,KOTA KENDARI,BARUGA,BARUGA,"Jl. Bumi Praja, Baruga, Kecamatan Baruga, Kota Kendari, Sulawesi Tenggara",SPPG Kota Kendari Baruga Baruga
384,RIAU,SIAK,KANDIS,SIMPANG BELUTU,"Jl. Sultan Syarif Qasim Simpang Belutu, Kec. Kandis, Kab. Siak, Riau",SPPG Siak Kandis Simpang Belutu
385,SULAWESI SELATAN,KOTA MAKASSAR,MANGGALA,BITOWA,"Btn Antang Jaya Blok E/5B, Bitowa, Kec. Manggala, Kota Makassar, Sulawesi Selatan",SPPG Kota Makassar Manggala Bitowa 2
386,BANTEN,KOTA TANGERANG,PINANG,PINANG,"Jl. Pinang Kunciran, Pinang, Kecamatan Pinang, Kota Tangerang, Banten",SPPG Kota Tangerang Pinang Pinang 3
387,JAWA TENGAH,TEGAL,ADIWERNA,KALIWADAS,"Jl. Raya Kaliwadas Nomor 2, Kaliwadas, Kec. Adiwerna, Kab. Tegal, Jawa Tengah",SPPG Tegal Adiwerna Kaliwadas 4
388,DAERAH ISTIMEWA YOGYAKARTA,BANTUL,PANDAK,TRIHARJO,"Bulak Siyangan, Kel. Triharjo, Kec. Pandak, Kab. Bantul, Prov. Daerah Istimewa Yogyakarta",SPPG Bantul Pandak Triharjo
389,NUSA TENGGARA BARAT,DOMPU,WOJA,MATUA,"Jl. Ompu Buncu Desa Matua Kecamatan Woja Kabupaten Dompu, MATUA, WOJA, KAB. DOMPU, NUSA TENGGARA BARAT",SPPG Dompu Woja Matua
390,BANTEN,LEBAK,KALANGANYAR,CIKATAPIS,"Kp. Keong Desa Cikatapis Rt 01 Rw 03, Cikatapis, Kalanganyar, Kab. Lebak, Banten",SPPG Lebak Kalanganyar Cikatapis
No,Provinsi SPPG,Kab./Kota SPPG,Kecamatan SPPG,Kelurahan/Desa SPPG,Alamat SPPG,Nama SPPG
391,SULAWESI UTARA,BOLAANG MONGONDOW UTARA,KAIDIPANG,BOROKO,"Jl. Trans Sulawesi, Boroko, Kec. Kaidipang, Kab. Bolaang Mongondow Utara, Sulawesi Utara",SPPG Bolaang Mongondow Utara Kaidipang Boroko
392,JAWA TIMUR,TUBAN,BANCAR,SUKOLILO,"Jl. Raya Bulu, Jatirogo Karanganyar, Sukolilo, Kec. Bancar, Kab. Tuban, Jawa Timur",SPPG Tuban Bancar Sukolilo
393,JAWA BARAT,BOGOR,CIBUNGBULANG,SITU ILIR,"Kampung Babakan Rt 001 Rw 002, Situ Ilir, Kecamatan Cibungbulang, Kabupaten Bogor, Jawa Barat",SPPG Bogor Cibungbulang Situ Ilir
394,JAWA TIMUR,KEDIRI,KANDANGAN,KLAMPISAN,"Jalan Pare Kandangan, Desa Klampisan, Kecamatan Kandangan, Kabupaten Kediri, Provinsi Jawa Timur",SPPG Kediri Kandangan Klampisan
395,JAWA BARAT,KUNINGAN,CIGUGUR,CIPARI,"Lingkungan Kondang RT. 009 RW. 003, Cipari, Kecamatan Cigugur, Kabupaten Kuningan, Jawa Barat",SPPG Kuningan Cigugur Cipari 2
396,LAMPUNG,LAMPUNG TIMUR,LABUHAN MARINGGAI,KARYA TANI,"Jl. Lintas Timur, Karya Tani, Kec. Labuhan Maringgai, Kab. Lampung Timur, Lampung",SPPG Lampung Timur Labuhan Maringgai Karya Tani
397,KALIMANTAN SELATAN,KOTA BANJARMASIN,BANJARMASIN SELATAN,TANJUNG PAGAR,Jl. Lingkardalam selatan,SPPG Kota Banjarmasin Banjarmasin Selatan Tanjung Pagar
398,SUMATERA SELATAN,BANYUASIN,BANYUASIN I,MARIANA ILIR,"Jl. Sepakat Rt 10 Rw 02, Mariana Ilir, Kec. Banyuasin I, Kab. Banyuasin, Sumatera Selatan",SPPG Banyuasin Banyuasin I Mariana Ilir 2
399,JAWA TENGAH,BREBES,SIRAMPOG,MANGGIS,"Jl. Manggis Sanganjaya, Manggis, Kec. Sirampog, Kab. Brebes, Jawa Tengah",SPPG Brebes Sirampog Manggis
400,JAWA TENGAH,KOTA SEMARANG,GUNUNGPATI,MANGUNSARI,"JL. JAMBU SARI RT 08 RW 04, KELURAHAN MANGUNSARI, KECAMATAN GUNUNGPATI, KOTA SEMARANG, JAWA TENGAH",SPPG Kota Semarang Gunungpati Mangunsari
No,Provinsi SPPG,Kab./Kota SPPG,Kecamatan SPPG,Kelurahan/Desa SPPG,Alamat SPPG,Nama SPPG
401,JAWA BARAT,PANGANDARAN,LANGKAPLANCAR,JADIMULYA,"Jl. Raya Jadimulya Dusun Sidikmulya Rt02 Rw 07 Jadimulya Kecamatan Langkap Lancar Kabupaten Pangandaran, Jawa Barat",SPPG Pangandaran Langkaplancar Jadimulya
402,JAWA TIMUR,KOTA MALANG,KEDUNGKANDANG,SAWOJAJAR,"Jl. Danau Laut Tawar, RT. 05, RW. 05, Kelurahan Sawojajar, Kecamatan Kedungkandang, Kota Malang, Jawa Timur",SPPG Kota Malang Kedungkandang Sawojajar 5
403,JAWA BARAT,BANDUNG,PACET,MEKARSARI,"Jl. Nunuk Rancagede Rt03 Rw03 Desa Mekarsari, Kec. Pacet, Kab. Bandung, Jawa Barat",SPPG Bandung Pacet Mekarsari 2
404,JAWA TIMUR,BANGKALAN,KAMAL,KAMAL,"Jl. Raya Tellang, Kamal, Kec. Kamal, Kab. Bangkalan, Jawa Timur",SPPG Bangkalan Kamal Kamal 2
405,JAWA TENGAH,PURWOREJO,BANYUURIP,KLEDUNGKRADENAN,"Jl. Tentara Pelajar, Rw. 02, Kledungkradenan, Kec. Banyuurip, Kab. Purworejo, Jawa Tengah",SPPG Purworejo Banyuurip Kledungkradenan 2
406,LAMPUNG,PESAWARAN,PADANG CERMIN,BANJARAN,"Padang Cermin, Kecamatan Padang Cermin, Kabupaten Pesawaran, Lampung",SPPG Pesawaran Padang Cermin Banjaran
407,JAWA BARAT,KOTA CIREBON,KESAMBI,KESAMBI,"Jalan Kesambi Baru, Nomor 29 C, Kelurahan Kesambi, Kecamatan Kesambi, Kota Cirebon, Provinsi Jawa Barat",SPPG Kota Cirebon Kesambi Kesambi
408,JAWA TENGAH,CILACAP,CILACAP UTARA,KEBONMANIS,"JL. Laban No.13 RT 01 RW 07, Kel. Kebonmanis, Kec. Cilacap Utara, Kab. Cilacap, Prov. Jawa Tengah",SPPG Cilacap Cilacap Utara Kebonmanis
409,KALIMANTAN TIMUR,KOTA SAMARINDA,SAMARINDA UTARA,SEMPAJA BARAT,"Jl. AW. Syahrani 4, No. 5, RT. 002",SPPG Kota Samarinda Samarinda Utara Sempaja Barat
410,JAWA TIMUR,JEMBER,TANGGUL,MANGGISAN,"Jl. Argopuro No 7, Manggisan, Kec. Tanggul, Kab. Jember, Jawa Timur",SPPG Jember Tanggul Manggisan 2
No,Provinsi SPPG,Kab./Kota SPPG,Kecamatan SPPG,Kelurahan/Desa SPPG,Alamat SPPG,Nama SPPG
411,JAWA TENGAH,WONOSOBO,WONOSOBO,KEJIWAN,"Sedugligan, Kejiwan, Kec. Wonosobo, Kab. Wonosobo, Jawa Tengah",SPPG Wonosobo Wonosobo Kejiwan 2
412,JAWA TIMUR,MAGETAN,PLAOSAN,PLAOSAN,"Jl. Raya Sarangan No.103, Kec. Plaosan, Kab. Magetan, Jawa Timur",SPPG Magetan Plaosan Plaosan
413,SULAWESI TENGAH,TOLI TOLI,BAOLAN,BARU,"Jl. Gadarmun Hangkiho, Baru, Baolan, Kab. Toli Toli, Sulawesi Tengah",SPPG Toli Toli Baolan Baru 3
414,JAWA TIMUR,MALANG,SUMBERMANJING WETAN,DRUJU,"Jl. Raya Druju Rt14/Rw03, Druju, Kec. Sumbermanjing Wetan, Kab. Malang, Jawa Timur",SPPG Malang Sumbermanjing Wetan Druju 2
415,SULAWESI SELATAN,GOWA,BONTONOMPO SELATAN,BONTORAMBA,"Jl. Poros Takalar, Bontoramba Kec. Bontonompo Selatan Kab. Gowa, Bontoramba, Sulawesi Selatan",SPPG Gowa Bontonompo Selatan Bontoramba
416,SUMATERA BARAT,KOTA PADANG,LUBUK BEGALUNG,PARAK LAWEH PULAU AIA NAN XX,"Komplek Indovilla Pondok Citra, Parak Laweh Pulau Aia Nan XX, Kec. Lubuk Begalung, Kota Padang, Sumatera Barat",SPPG Kota Padang Lubuk Begalung Parak Laweh Pulau Aia Nan Xx 4
417,SUMATERA UTARA,SERDANG BEDAGAI,TELUK MENGKUDU,BOGAK BESAR,"Desa Bogak Besar, Kec. Teluk Mengkudu, Kab. Serdang Bedagai, Sumatera Utara",SPPG Serdang Bedagai Teluk Mengkudu Bogak Besar
418,SUMATERA BARAT,KOTA PADANG PANJANG,PADANG PANJANG BARAT,BUKIT SURUNGAN,"Jl. Prof Hamka 12 Bukit Surungan, Kec. Padang Panjang Barat, Kota Padang Panjang, Sumatera Barat",SPPG Kota Padang Panjang Padang Panjang Barat Bukit Surungan
419,NUSA TENGGARA BARAT,LOMBOK TIMUR,TERARA,JENGGIK,"Rempeng Buku, Desa Jenggik, Kec. Terara, Kab. Lombok Timur, Nusa Tenggara Batar",SPPG Lombok Timur Terara Jenggik
420,JAWA BARAT,SUKABUMI,CURUGKEMBAR,CURUGKEMBAR,"Kampung Cimanggu Rt 003 Rw 001 Desa Curugkembar, Kec. Curugkembar, Kab. Sukabumi, Jawa Barat",SPPG Sukabumi Curugkembar Curugkembar 2
No,Provinsi SPPG,Kab./Kota SPPG,Kecamatan SPPG,Kelurahan/Desa SPPG,Alamat SPPG,Nama SPPG
421,SUMATERA SELATAN,KOTA PALEMBANG,SUKARAMI,SUKABANGUN,"Jl. Tambun 1263, Suka Bangun, Kec. Sukarami, Kota Palembang, Sumatera Selatan",SPPG Kota Palembang Sukarami Sukabangun 3
422,JAWA TENGAH,PEMALANG,PULOSARI,PULOSARI,"Desa Pulosari, Kecamatan Pulosari, Kabupaten Pemalang, Jawa Tengah",SPPG Pemalang Pulosari Pulosari 2
423,JAWA TENGAH,PEKALONGAN,PANINGGARAN,KRANDEGAN,"Desa Krandegan, Dukuh Jurang Kulon, Kec. Paninggaran, Kab. Pekalongan, Jawa Tengah",SPPG Pekalongan Paninggaran Krandegan
424,JAWA TENGAH,BANYUMAS,RAWALO,SANGGREMAN,"Desa Sanggreman Kecamatan Rawalo Kabupaten Banyumas, Jawa Tengah",SPPG Banyumas Rawalo Sanggreman
425,JAWA BARAT,KOTA BEKASI,JATISAMPURNA,JATIRADEN,"Jl. Elang VIII, Kelurahan Jatiraden Kecamatan Jatisampurna, Kota Bekasi, Jawa Barat",SPPG Kota Bekasi Jatisampurna Jatiraden 1
426,JAWA BARAT,INDRAMAYU,KANDANGHAUR,ILIR,"Jl. Raya Ilir Desa Ilir No 05 Kecamatan Kandanghaur, Kabupaten Indramayu, Jawa Barat",SPPG Indramayu Kandanghaur Ilir
427,DKI JAKARTA,KOTA ADM. JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,"Jl. Muara 2 No.12, Tanjung Barat, Kec. Jagakarsa, Kota Adm. Jakarta Selatan, Dki Jakarta",SPPG Jaksel Jagakarsa Tanjung Barat 7
428,JAWA TIMUR,LAMONGAN,KALITENGAH,PUCANGTELU,"Jl. Raya Kendal Kemlagi, Pucangtelu, Kec. Kalitengah, Kab. Lamongan, Jawa Timur",SPPG Lamongan Kalitengah Pucangtelu
429,BANTEN,LEBAK,MAJA,SANGIANG,"Kampung Cikuya, Sangiang, Maja, Kabupaten Lebak, Banten",SPPG Lebak Maja Sangiang 1
430,JAWA TIMUR,JOMBANG,JOGOROTO,NGUMPUL,"Jl. Purnama, RT 004 RW 003, Ngumpul, Kec. Jogoroto, Kabupaten Jombang, Jawa Timur",SPPG Jombang Jogoroto Ngumpul
No,Provinsi SPPG,Kab./Kota SPPG,Kecamatan SPPG,Kelurahan/Desa SPPG,Alamat SPPG,Nama SPPG
431,SUMATERA UTARA,DELI SERDANG,TANJUNG MORAWA,LIMAU MANIS,"Gang Jambu, Dusun 7, Desa Limau Manis, Kecamatan Tanjung Morawa, Kabupaten Deliserdang, Provinsi Sumatra Utara",SPPG Deli Serdang Tanjung Morawa Limau Manis
432,JAWA TIMUR,KOTA PROBOLINGGO,KANIGARAN,KANIGARAN,"jl. sunan muria rt 05 rw 17 kel. kebonsari kulon, kec. kanigaran kota probolinggo",SPPG Kota Probolinggo Kanigaran Kanigaran 7
433,NUSA TENGGARA BARAT,KOTA BIMA,MPUNDA,MANDE,"Jl. Tendean 3 Kel. Mande Kec. Mpunda Kota Bima , NTB",SPPG Kota Bima Mpunda Mande
434,NUSA TENGGARA TIMUR,SIKKA,ALOK TIMUR,WAIOTI,"Jl. Jendral Sudirman No.49, Kelurahan Waioti, Kecamatan Alok Timur, Kabupaten Sikka, Nusa Tenggara Timur",SPPG Sikka Alok Timur Waioti
435,SUMATERA UTARA,DELI SERDANG,PERCUT SEI TUAN,AMPLAS,"Jl. Selambo Raya Gang Taganing, Amplas, Percut Sei Tuan, Kabupaten Deli Serdang, Sumatera Utara",SPPG Deli Serdang Percut Sei Tuan Amplas
436,JAWA TIMUR,KEDIRI,PLOSOKLATEN,PRANGGANG,"Prenggang Kec. Plosoklaten Kab. Kediri, Jawa Timur",SPPG Kediri Plosoklaten Pranggang
437,JAWA TIMUR,TRENGGALEK,TRENGGALEK,KARANGSOKO,"Jalan Raya Tulungagung Trenggalek, RT 03 RW 01, Desa Karangsoko, Kecamatan Trenggalek, Kabupaten Trenggalek, Jawa Timur",SPPG Trenggalek Trenggalek Karangsoko
438,JAWA BARAT,KOTA TASIKMALAYA,TAWANG,KAHURIPAN,"Kahuripan Kecamatan Tawang, Kota Tasikmalaya, Jawa Barat",SPPG Kota Tasikmalaya Tawang Kahuripan 5
439,DKI JAKARTA,KOTA ADM. JAKARTA SELATAN,JAGAKARSA,CIGANJUR,"Bengkel Alam Prima Jaya, Rt 001 Rw 004, Ciganjur, Kec. Jagakarsa, Kota Adm. Jakarta Selatan, Dki Jakarta",SPPG Jaksel Jagakarsa Ciganjur 9
440,JAWA TIMUR,JEMBER,TANGGUL,PATEMON,"Jl. Jerukan Desa Patemon, Patemon, Kec. Tanggul, Kab. Jember, Jawa Timur",SPPG Jember Tanggul Patemon
No,Provinsi SPPG,Kab./Kota SPPG,Kecamatan SPPG,Kelurahan/Desa SPPG,Alamat SPPG,Nama SPPG
441,BANTEN,TANGERANG,MAUK,TANJUNG ANOM,"JL. Komplek Pendidikan Al Furqon,Desa Tanjung Anom, Kec. Mauk",SPPG Tangerang Mauk Tanjung Anom 3
